env_name,total_timesteps,episodes_completed,mean_last_100,std_last_100
BipedalWalkerHardcore-v3,1000000,707,-67.07258556,36.649483577803025
Walker2d-v4,1000000,1608,3862.0406719499997,1862.4965629583783
Ant-v4,1000000,1106,2684.97349374,790.5846727792716
Humanoid-v4,1000000,2528,4557.5092378,1808.220723326736
HalfCheetah-v4,1000000,1000,9867.01847431,377.74082088195723
