env_name,total_timesteps,episodes_completed,mean_last_100,std_last_100
HalfCheetah-v4,1000000,1000,10555.67231106,1094.4643656607254
Walker2d-v4,1000000,1482,4532.75924293,710.609167904946
BipedalWalkerHardcore-v3,1000000,923,55.26820046000001,114.63379118897635
Ant-v4,1000000,1550,4701.923446259999,1742.0822900775102
Humanoid-v4,1000000,2686,5898.12100332,1534.502735675858
