episode,wall_time_s,cpu_time_s,ram_mb,cpu_pct
1,0.1534740924835205,0.1533680000000004,348.390625,99.9
2,0.31704211235046387,0.31685699999999883,348.390625,100.0
3,0.48725032806396484,0.48699600000000487,348.390625,100.0
4,0.635627031326294,0.6353140000000224,348.390625,100.0
5,0.7919762134552002,0.7915190000000223,348.390625,99.9
6,0.9457442760467529,0.945210000000003,348.390625,100.0
7,1.1229581832885742,1.1220730000000003,348.390625,99.8
8,1.2786459922790527,1.277433000000002,348.390625,99.8
9,1.4323620796203613,1.4310000000000116,348.390625,99.9
10,1.5944321155548096,1.5897640000000024,348.390625,98.0
11,1.7456672191619873,1.740858000000003,348.390625,99.9
12,1.896003007888794,1.891065000000026,348.390625,99.9
13,2.0495121479034424,2.0444840000000113,348.390625,99.9
14,2.209360122680664,2.204312000000016,348.390625,100.0
15,2.3624722957611084,2.357399000000015,348.390625,100.0
16,2.525834083557129,2.5206810000000246,348.390625,100.0
17,2.6689929962158203,2.663798000000014,348.390625,100.0
18,2.824608087539673,2.819383000000016,348.390625,100.0
19,2.9711689949035645,2.965978000000007,348.328125,100.0
20,3.150325059890747,3.145101000000011,348.328125,100.0
21,3.3167431354522705,3.3116400000000112,348.25,100.1
22,3.4707741737365723,3.465613000000019,348.25,100.0
23,3.6144182682037354,3.6092190000000244,348.25,100.0
24,3.7868711948394775,3.7813970000000268,348.25,99.8
25,3.9541990756988525,3.944189000000023,348.25,97.3
26,4.114245176315308,4.104041000000024,348.25,99.9
27,4.298655986785889,4.288190000000014,348.25,99.9
28,4.449665069580078,4.438814000000008,348.25,99.7
29,4.597630262374878,4.5867170000000215,348.25,100.0
30,4.7528910636901855,4.741966000000019,348.25,100.0
31,4.903623104095459,4.892673000000002,348.25,100.0
32,5.077413082122803,5.066412000000014,348.25,100.0
33,5.260061264038086,5.249690000000015,354.109375,100.3
34,5.406896114349365,5.396494000000018,354.109375,100.0
35,5.575973272323608,5.565570000000008,354.109375,100.0
36,5.737321138381958,5.726895000000013,354.109375,100.0
37,5.8940160274505615,5.883540000000011,354.109375,100.0
38,6.045392274856567,6.034908999999999,354.109375,100.0
39,6.191329002380371,6.180835000000002,354.109375,100.0
40,6.353192329406738,6.342653000000013,354.109375,100.0
41,6.505867004394531,6.495324000000011,354.109375,100.0
42,6.661350250244141,6.650798000000009,354.109375,100.0
43,6.811450242996216,6.800873000000024,354.109375,100.0
44,6.957507133483887,6.946918000000011,354.109375,100.0
45,7.124492168426514,7.113877000000002,354.109375,100.0
46,7.2798991203308105,7.269271000000003,354.109375,100.0
47,7.428636312484741,7.417987000000011,354.109375,100.0
48,7.587301254272461,7.576616000000001,354.109375,100.0
49,7.735136032104492,7.724449000000021,354.109375,100.0
50,7.8846001625061035,7.873887000000025,354.109375,100.0
51,8.03410029411316,8.023357000000004,354.109375,100.0
52,8.188435316085815,8.177690000000013,354.109375,100.0
53,8.340253114700317,8.329497000000003,354.109375,100.0
54,8.509551048278809,8.498764000000023,354.109375,100.0
55,8.669189214706421,8.658390000000026,354.109375,100.0
56,8.81882905960083,8.808004000000011,354.109375,100.0
57,8.974215269088745,8.963363000000015,354.109375,100.0
58,9.143202066421509,9.132341000000025,354.109375,100.0
59,9.290997982025146,9.280096000000015,354.109375,100.0
60,9.449807167053223,9.438880000000012,354.109375,100.0
61,9.602888345718384,9.591928000000024,354.109375,100.0
62,9.753067016601562,9.742088000000024,354.109375,100.0
63,9.919733047485352,9.90874500000001,354.109375,100.0
64,10.072179317474365,10.061178000000012,354.109375,100.0
65,10.248858213424683,10.23872,356.953125,100.5
66,10.403828382492065,10.393678000000023,356.953125,100.0
67,10.562143087387085,10.551967000000019,356.953125,100.0
68,10.70782732963562,10.697610000000026,356.953125,100.0
69,10.853979110717773,10.843761,356.953125,100.0
70,11.007479190826416,10.997235000000018,356.953125,100.0
71,11.164026260375977,11.153759000000008,356.953125,100.0
72,11.316145181655884,11.305865000000011,356.953125,100.0
73,11.477247953414917,11.46696,356.953125,100.0
74,11.630972146987915,11.620671000000016,356.953125,100.0
75,11.790669202804565,11.780367000000012,356.953125,100.0
76,11.93174409866333,11.921433000000007,356.953125,100.0
77,12.106478214263916,12.093976000000026,356.953125,98.7
78,12.26012110710144,12.247536000000025,356.953125,99.9
79,12.421142101287842,12.408534000000003,356.953125,100.0
80,12.5836820602417,12.571049000000016,356.953125,100.0
81,12.751951217651367,12.734958000000006,356.953125,97.4
82,12.895870208740234,12.878781000000004,356.953125,99.9
83,13.068358182907104,13.051247000000018,356.953125,100.0
84,13.230217933654785,13.213098000000002,356.953125,100.0
85,13.380576133728027,13.363417000000027,356.953125,100.0
86,13.533329248428345,13.516160000000013,356.953125,100.0
87,13.684242248535156,13.667039000000017,356.953125,100.0
88,13.843780040740967,13.82653400000001,356.953125,100.0
89,14.002649068832397,13.98538000000002,356.953125,100.0
90,14.166016101837158,14.148736000000014,356.953125,100.0
91,14.308916330337524,14.29161400000001,356.953125,100.0
92,14.451668977737427,14.434328000000022,356.953125,100.0
93,14.599749088287354,14.582391999999999,356.953125,100.0
94,14.758715152740479,14.741440000000011,356.890625,100.1
95,14.910579204559326,14.893280000000004,356.890625,100.0
96,15.089415311813354,15.07208,356.890625,100.0
97,15.271285057067871,15.254463000000015,359.765625,100.3
98,15.424290180206299,15.407453000000004,359.765625,100.0
99,15.587732076644897,15.570864,359.765625,100.0
100,15.750447034835815,15.733571000000012,359.765625,100.0
101,15.924333095550537,15.90743900000001,359.765625,100.0
102,16.085809230804443,16.068895000000026,359.765625,100.0
103,16.251620054244995,16.23464800000002,359.765625,100.0
104,16.402281999588013,16.385276000000005,359.765625,100.0
105,16.588340282440186,16.571293000000026,359.765625,100.0
