episode,wall_time_s,cpu_time_s,ram_mb,cpu_pct
1,0.03380393981933594,0.033799999999999386,227.4375,100.0
2,0.06256604194641113,0.06256100000000231,227.4375,100.0
3,0.09346199035644531,0.0934500000000007,227.4375,100.0
4,0.12140607833862305,0.1213930000000012,227.4375,100.0
5,0.14881110191345215,0.14878000000000213,227.4375,99.9
6,0.17733001708984375,0.17729399999999984,227.4375,100.0
7,0.20484495162963867,0.20481000000000193,227.4375,100.0
8,0.23267197608947754,0.23263000000000034,227.4375,100.0
9,0.26261091232299805,0.26256899999999916,227.4375,100.0
10,0.29290199279785156,0.292860000000001,227.4375,100.0
11,0.32096290588378906,0.320920000000001,227.4375,100.0
12,0.3483619689941406,0.34831900000000005,227.4375,100.0
13,0.37602686882019043,0.37597900000000095,227.4375,100.0
14,0.40368008613586426,0.40363200000000177,227.4375,100.0
15,0.43233299255371094,0.43227300000000213,227.4375,100.0
16,0.45999598503112793,0.45993500000000154,227.4375,100.0
17,0.4887990951538086,0.4887320000000024,227.4375,100.0
18,0.5163328647613525,0.5162650000000006,227.4375,100.0
19,0.5450248718261719,0.5449520000000021,227.4375,100.0
20,0.5725598335266113,0.5724830000000019,227.4375,100.0
21,0.6009299755096436,0.6008460000000007,227.4375,100.0
22,0.6286830902099609,0.6285969999999992,227.4375,100.0
23,0.6562080383300781,0.6561219999999999,227.4375,100.0
24,0.6853899955749512,0.6853040000000021,227.4375,100.0
25,0.7155821323394775,0.7154899999999991,227.4375,100.0
26,0.7447869777679443,0.7446930000000016,227.4375,100.0
27,0.7726030349731445,0.7725089999999994,227.4375,100.0
28,0.801102876663208,0.801007000000002,227.4375,100.0
29,0.830219030380249,0.8301140000000018,227.4375,100.0
30,0.865123987197876,0.8652119999999996,228.703125,100.6
31,0.8939878940582275,0.8940780000000004,228.703125,100.0
32,0.9228708744049072,0.9229570000000002,228.703125,100.0
33,0.9511229991912842,0.9512110000000007,228.703125,100.0
34,0.9813368320465088,0.9814159999999994,228.703125,100.0
35,1.0110318660736084,1.0111130000000017,228.703125,100.0
36,1.0405280590057373,1.0405940000000022,228.703125,100.0
37,1.0717229843139648,1.0717719999999993,228.703125,99.9
38,1.1016819477081299,1.101731000000001,228.703125,100.0
39,1.1319928169250488,1.1320259999999998,228.703125,99.9
40,1.1594738960266113,1.1594970000000018,228.703125,100.0
41,1.1875770092010498,1.1875990000000023,228.703125,100.0
42,1.2154529094696045,1.2154760000000024,228.703125,100.0
43,1.243769884109497,1.2437700000000014,228.703125,99.9
44,1.2712950706481934,1.271295000000002,228.703125,100.0
45,1.298699140548706,1.2986989999999992,228.703125,100.0
46,1.3260829448699951,1.3260830000000006,228.703125,100.0
47,1.3535797595977783,1.353580000000001,228.703125,100.0
48,1.381004810333252,1.3810040000000008,228.703125,100.0
49,1.4084839820861816,1.4084660000000007,228.703125,99.9
50,1.4362571239471436,1.4362390000000005,228.703125,100.0
51,1.4642000198364258,1.464181,228.703125,100.0
52,1.4918239116668701,1.4918049999999994,228.703125,100.0
53,1.5217161178588867,1.5216969999999996,228.703125,100.0
54,1.5518620014190674,1.5518420000000006,228.703125,100.0
55,1.580230951309204,1.580210000000001,228.703125,100.0
56,1.6075830459594727,1.6075620000000015,228.703125,100.0
57,1.635819911956787,1.6357940000000006,228.703125,100.0
58,1.663120985031128,1.663093,228.703125,100.0
59,1.6963798999786377,1.696797,232.546875,101.3
60,1.7236249446868896,1.7240420000000007,232.546875,100.0
61,1.7519440650939941,1.752357,232.546875,100.0
62,1.779723882675171,1.7801350000000014,232.546875,100.0
63,1.8070628643035889,1.8074739999999991,232.546875,100.0
64,1.8344049453735352,1.8348150000000025,232.546875,100.0
65,1.8616700172424316,1.8620809999999999,232.546875,100.0
66,1.8889880180358887,1.889398,232.546875,100.0
67,1.9162299633026123,1.916640000000001,232.546875,100.0
68,1.9434378147125244,1.9438479999999991,232.546875,100.0
69,1.9718348979949951,1.9722369999999998,232.546875,100.0
70,2.001523017883301,2.0019230000000015,232.546875,100.0
71,2.032423973083496,2.0328240000000015,232.546875,100.0
72,2.0633890628814697,2.063790000000001,232.546875,100.0
73,2.094398021697998,2.0947759999999995,232.546875,99.9
74,2.1254639625549316,2.1258300000000006,232.546875,100.0
75,2.15293288230896,2.1532990000000005,232.546875,100.0
76,2.1813011169433594,2.1816619999999993,232.546875,100.0
77,2.211595058441162,2.2119549999999997,232.546875,100.0
78,2.241377115249634,2.2417370000000005,232.546875,100.0
79,2.2686259746551514,2.2689860000000017,232.546875,100.0
80,2.2966620922088623,2.297021000000001,232.546875,100.0
81,2.3239738941192627,2.3243329999999993,232.546875,100.0
82,2.3511719703674316,2.3515310000000014,232.546875,100.0
83,2.3784520626068115,2.3788100000000014,232.546875,100.0
