episode,wall_time_s,cpu_time_s,ram_mb,cpu_pct
1,0.0399322509765625,0.04571499999999418,949.125,114.5
2,0.0719759464263916,0.07727899999999721,949.125,98.5
3,0.10530424118041992,0.10982399999999615,949.125,97.6
4,0.13559722900390625,0.14002699999999635,949.125,99.7
5,0.28098201751708984,0.33086099999999874,1108.125,131.3
6,0.3119492530822754,0.36165399999999437,1108.125,99.4
7,0.343095064163208,0.3926129999999972,1108.125,99.4
8,0.37467503547668457,0.4231229999999968,1108.125,96.6
9,0.48719120025634766,0.5788209999999978,1108.375,138.4
10,0.519564151763916,0.6111159999999956,1108.375,99.8
11,0.5503301620483398,0.6418009999999938,1108.375,99.7
12,0.5838000774383545,0.6750809999999987,1108.375,99.4
13,0.6907331943511963,0.8199279999999973,1108.40625,135.5
14,0.7212979793548584,0.8503889999999998,1108.40625,99.7
15,0.7530770301818848,0.8821060000000003,1108.40625,99.8
16,0.7844140529632568,0.9133519999999962,1108.40625,99.7
17,0.8787379264831543,1.0489649999999955,1108.40625,143.8
18,0.9099671840667725,1.0801529999999957,1108.40625,99.9
19,0.9421482086181641,1.1122179999999986,1108.40625,99.6
20,0.9755210876464844,1.145430999999995,1108.40625,99.5
21,1.0784780979156494,1.2871919999999974,1108.40625,137.7
22,1.1078102588653564,1.3164739999999995,1108.40625,99.8
23,1.141613245010376,1.3499769999999955,1108.40625,99.1
24,1.173990249633789,1.3822720000000004,1108.40625,99.8
25,1.266144037246704,1.5139110000000002,1108.40625,142.8
26,1.2963931560516357,1.5439599999999984,1108.40625,99.3
27,1.3257312774658203,1.5731869999999972,1108.40625,99.6
28,1.3576672077178955,1.6050299999999993,1108.40625,99.7
29,1.458165168762207,1.7458770000000001,1108.421875,140.2
30,1.493636131286621,1.7808339999999987,1108.421875,98.6
31,1.5347342491149902,1.8185280000000006,1108.421875,91.7
32,1.5712780952453613,1.8509779999999978,1108.421875,88.8
33,1.6631181240081787,1.979654999999994,1108.421875,140.1
34,1.696073055267334,2.012494999999994,1108.421875,99.7
35,1.727809190750122,2.043980999999995,1108.421875,99.2
36,1.7636351585388184,2.077129999999997,1108.421875,92.5
37,1.8621461391448975,2.213727999999996,1108.515625,138.7
38,1.8933792114257812,2.2449119999999994,1108.515625,99.8
39,1.9242210388183594,2.275591999999996,1108.515625,99.5
40,1.954653024673462,2.305946999999996,1108.515625,99.7
41,2.0458261966705322,2.4352029999999942,1108.75,141.8
42,2.077317237854004,2.4665490000000005,1108.75,99.5
43,2.1091041564941406,2.498084999999996,1108.75,99.2
44,2.139549970626831,2.528385,1108.75,99.5
45,2.2301251888275146,2.661068,1108.75,146.5
46,2.2624902725219727,2.692687999999997,1108.75,97.7
47,2.2958762645721436,2.7251039999999946,1108.75,97.1
48,2.327568292617798,2.755365999999995,1108.75,95.5
