env_name,total_timesteps,episodes_completed,mean_last_100,std_last_100
HalfCheetah-v4,1000000,1001,1479.9968413299998,103.27824779880238
HalfCheetah-v4,1000000,1001,1421.2509378500004,76.81114200542663
Walker2d-v4,1000000,6385,433.3887501200001,38.95223526334302
BipedalWalkerHardcore-v3,1000000,612,-22.46499511,2.5647335084432257
Ant-v4,1000000,2906,1293.00427934,530.350119541206
Humanoid-v4,1000000,14167,442.17003834999997,100.11093579819803
