env_name,total_timesteps,episodes_completed,mean_last_100,std_last_100
HalfCheetah-v4,200000,200,247.00278380000003,376.71992581804335
HalfCheetah-v4,1000000,1000,-157.16952123,505.9529312114636
Walker2d-v4,1000000,5616,86.78204577000001,24.27836569968727
BipedalWalkerHardcore-v3,1000000,7482,-101.06965682999999,1.9153861935919716
Ant-v4,1000000,20337,-246.97569384000002,586.3708508306419
Humanoid-v4,1000000,28166,217.68439686,43.41692611736016
