env_name,total_timesteps,episodes_completed,mean_last_100,std_last_100
HalfCheetah-v4,1000000,1000,6323.725610010001,93.99562898216456
Walker2d-v4,1000000,2536,2622.1334010799997,1052.2001940276818
BipedalWalkerHardcore-v3,1000000,669,-92.18754696,29.902596958230554
Ant-v4,1000000,1045,3010.8607670599995,629.5053641065683
Humanoid-v4,1000000,76882,61.47658014,0.10720938529559974
